문장,혐오 여부
프랑스식 유머가 나한테 잘 맞는듯!! 정말 재밌게 봤다. 꼬마아이들도 순수하니 귀여웠음!,1
평점이 ...이정도라니... 난공감할수있따...현실에서도충분히일어날수있다고생각,1
감동적이예요~채널돌리다 우연히 봤는데..나도모르게 눈물이 주르륵... 재밌고 감동적예요,1
캐릭터들 진짜 귀엽네요,1
좋은영화네요,1
진짜 1시간40분이 20분같이 지나감,1
사진없고 특정성성립이안되서 무죄아님? 저이름가진사람이 한둘이아닌데 따른사람이라고하면 무죄되는거아님?,0
가수는 ㅇㅂ,0
로빈 윌리엄스에게 이 영화를 바칩니다.,1
최민식이 장승업인지 장승업이 최민식인지..,1
추억은 방울방울 추억을 먹고 사는 나이가 되니 이 영화가 눈물나도록 고맙다,1
문선근의외로웃기다재미있어서몇번밨던기억,1
첫 영화라서 보였던 연출이 영화의 감정을 더 잘 표현했다. 데뷔작이 섬뜩하다,1
2008년 이후의 거의 모든 공포영화를 본 접니다 이건 ㄹㅇ 수작,1
"@익명f0805c 그게 중요한게 아니라

국방부랑 국가정보원이 대놓고 저따위

평화쇼관광을 주최하고 홍보하는게 기가찬거지

유엔사와 긴밀히 협의? ㅋㅋㅋㅋㅋㅋ

지들도 찔렸나보지 대북제재 때문에

이쯤 되면 그냥 미국 성님들이 새벽에 공습 했음 한다

절라도 까지 포함해서",0
가볍게 웃으면서 보기에 좋은영화죠..,1
어린 나이에 닭목자르는 부분이 좀 충격이었다.,1
"ㄹㅇ 류준열, 악뮤 이찬혁 닮은년들 요즘 길거리에 개많이 돌아다니더라",0
"성우가 중요하냐, 내용이 중요하지.",1
"이런 담담한 미국 코메디영화좋다.스케일도 괜찮고, 이 영화가 한국영화보다 평점이 왜 낮음? 이해불가",1
최고다 구성이며 연출 연기까지,1
연출이나 배우들을 보면 과거 보다는 약간 아마추어 같은 느낌이 난다. 하지만 그 보다 김기덕의 ‘나 역시 비겁하다’는 것을 먼저 고백하면서 이 시나리오를 썼다.이 말 한마디에 모든 것이 담겨있고 이런 감정을 느꼈으리라 믿는다.,1
"역시, 이리멘젤!! 굿!!",1
"좋겠다 씨발

야갤펌이 1천베 ㅋㅋㅋ

좀비사이트 답네",0
어둡고 잔혹한이야기! 스토리 진행이 빠르고 영상은 호쾌함! 인간미와 철학이 있음!,1
연기자들의 연기가 뛰었났고..스토리가 단막극처럼보이면서 연관성이 있어 재미났음,1
@익명_c44360 강한 중소기업은 따로 만들면 되지 왜 삼성을 쪼개야는데? 중소기업들이 삼성처럼 애플이랑 경쟁 할 수 있을거라 봄?,0
"문재앙 저색기 출생 조사 다시해봐야한다.
이색기 간첩죄로 체포하고나면 자살못하게 꽁꽁 묶어라.
혀도 못깨물레 재갈물리고.",0
우체국은 택배기사좀 더뽑고 지원좀 더해줘도됨 다른데를 줄이고,0
"연애조작단 시라노,재미쩌용용ㅎㅎ",1
엄청난 사실감,1
자기자신과 화해하는 여자의 이야기.,1
홍준표가 됬어야했어.. ㅠㅠ,0
@이토엔 잘하긴뭘잘해 짜파구리처먹은거???,0
"그와중에 여자로 보는거 같아는 뭐냐

정신이 이상한듯",0
"https://www.youtube.com/watch?v=-obo_3KMBdk 수영장 노는모습있네.

성인 3천원
청소년 2천원
어린이 1500원

공사업체 관계자는 ""수영장 개장 이후 바닥 타일 3~4개가 떨어진 하자가 발생했으나, 완도군의 요청으로 전면 교체 공사를 하기로 결정했다""며 ""바닥공사 후 충분한 시간을 두고 점검을 해야 했으나 시간이 촉박해 그러지 못했다""고 했다.

당초 3월 말까지 예정된 공사기간을 완도군이 3월 13일로 앞당기면서 부실 공사의 실마리를 제공한 것 아니냐는 비판이 나오고 있다.

이에 대해 완도군 관계자는 ""개학과 함께 학생들이 실내 체육관을 이용해야 하는 학사일정과 배드민턴 동호인들의 이용 편의를 위해 준공을 당겼다""면서 ""완도 최초로 건립된 실내수영장을 축하하기 위해 여러 기관단체장이 준공식 행사에 참석할 수 있도록 일정을 고심한 것도 있다""고 했다.",0
저걸 받는애들도 있노,0
내가 알기로 대중이는 고속도로를 반대한게 아니라 뚫는 방향을 반대한거 아녀?,0
"누군가에겐 괴작, 누군가에겐 걸작",1
다들 아이들 보느라 고생하시네요. 아기들도 너무 귀엽고 잘 보고 있어요,1
ㅋㅋ 멘트가 살렸다,0
"맘까페 뿐만이 아니라 우리나라 인터넷카페 대부분이 저렇다.

좌파들이 기획해서 만든거임.

옛날에 네이버 카페 서비스 나왔을때 그때 좌파들이 기획적으로 카테고리별로 다양하게 카페를 많이 만들어두고 키웠음.

그게 지금 세월지나 대형카페들 되어있고 인터넷여론 좌지우지할 정도로 커진거. 커뮤니티도 마찬가지.",0
이런 꿀잼영화는 더 많은 사람들이 봐야한다,1
미안 나도 몰랐다,0
너무 저평가된 영화다.훌륭한 영화.!!,1
일본영화 수입 금지 시절에도 비디오 테이프로 돌려봤던 불후의 명작 아 그립다,1
"대한민국 국민 개나소나 70% 대학 진학하는데,



쟤는 고등학교도 못나온 중졸 이잖아..ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ



이해하자 중졸이니깐 ㅋㅋㅋㅋㅋㅋ",0
내용 따뜻한영화 나누고 베푸는작품들이 많이 만들어지기를희망합니다,1
성인들의 동화이야기 !,1
"와 씨발 ㅋㅋㅋㅋ 말투보면 그냥 전형적인 한국년이네 ㅋㅋㅋㅋㅋ

백설기새끼는 왜 인증안하냐? 그리고 독일사람이면 독일카페해야한다는건 또 무슨 논리임?ㅋㅋㅋㅋㅋ 맘에안드니 괜히 트집잡노 ㅋㅋㅋㅋ",0
@미치고혼돈 직장없이 사장도 아니고 백수가 저러면 안되니깐,0
재미있음..ㅋㅋ,1
니가해서 ㅁㅈㅎ,0
청산 읍읍...,0
"PCT로 고통받는 그녀에겐 미안한 얘기지만, 영화가 끝나지 않길 바랬다.",1
겨울에 아주 따뜻한 감동...,1
아유 귀여워 ㅋㅋㅋ,1
페도충들 난리났네 역겨운새끼들,0
이영화 배경이 내고향 목포고 이영화 개봉시에 중앙국민학교 2학년이었내요 . 그때 시절을 영화로 나마 보니 저영화 촬영때 2학년이었던 내가 그려지고 그때 그시절 작았던 목포역도 보이고 눈물이 나내요,1
This is real,0
너무 재미있었어요,1
"@w짜파구리w 미국만큼 땅이넓은나라가 중국이다 병신아 국력도 미국 옷지않타
이새꺄 당장이라도 북한 죽이는건 일도 아니다 이새꺄
기름끊고 탈북자 단속만 안해도 미국이 힌마디 하는것 보다 중국이
한번 행동하는게 더 쎄다 이새꺄 탈북자 단속만 안해도 직격탄이다",0
어릴때책으로보고지금영화로보니더제미있다,1
기대안하고 봤는데 기대이상이었어요 오랜만에 영화 몰입해서 봤네요..^^,1
줄거리가 나중에흐지부지되지만 이준기연기력은 인정. 최고다,1
좋아서 하는 밴드가 좋아서 봤는데요 좋아서 만든 영화도 정말 좋아요!!!,1
코난 진리,1
저건 뭐하는방송이노?,0
질풍아....ㅠㅠㅠㅠ,1
다음 대선 이낙연 될 꺼 같으니까 SBS까지 아예 좌파노선으로 갈아탔나보네 ㅇㅇ 이제 볼 꺼 없다 뉴스,0
드래곤볼z 짱재미있다,1
"중반에 다큐의 주객이 전도되는 독특한 반전, 남다른 정열과 포기할 줄 모르는 끈기를 통해 자신의 영역을 구축한 티에리, 하지만 예술의 본질을 추구하기 보다는 천박한 모방과 마케팅만으로 허영심 가득한 대중을 끌어들여... 뱅크시의 신랄한 예술 세태 비판",1
추억의 명작으로 기억되고있는,1
하지원 레전드임,1
구하기 일상인 청와대 홈 페이지 & 청와대 대변실,0
"모든화면이다살아있고,이윤기이름만으로도봐야할영화..",1
본죽도 못 사먹을정도로 돈없는 사람이 있냐?,0
"Mama, I just killed a dog",0
폭력의 거장이 만들어낸 걸작 스릴러물.. 후반부 30분이 압권!,1
이정도 퀄리면 꽤 찮은 영화인듯,1
@북딱딱딱딱딱 나도 여름형기때 처음보고 아직까지도 잊혀지지가않음,0
내 생애 최고의 감동영화.,1
"재앙이 짜파구리 코로나오개생깃내
돼지년 멱따달라고 목삼겹쳐드는것좀보소",0
도도맘 같음,0
박지성 ㅂㅅㅅ끼 저런 새끼랑 어올리는 꼬라지 ㅅ발,0
보는 내내 가슴에 응어리가 있는것 같았고 답답하면서도모든걸 이룰수 없는 우리 인생같기도 했지만죽음뒤에 또 다른 인생이 기다리고 있을것만 같았다,1
최고의 드라마를 MBC가 죽였다.. 대상을 빼았긴 안재욱과 제작진이 불쌍할따름 MB개새,1
무슨 씨발 용광로나 극지방 얼음에 빠뜨리면 어차피 못찾는걸 저지랄 까지 테스트 해야하냐,0
평식이 형이 6점준거면 나름 후하게준거에요ㅋㅋ,1
나지금보고입습니다 ocn에서,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 세월호때 개 꿀 빨았잖아 니네 이제 역풍시즌~~~,0
이 감독은 분위기는 무거운데 항상 해피엔딩이네,1
허큘리스~ 101010,1
멋진 배우 조지 클루니의 식견에 10점드림,1
이거 혹시 시리즈 물 아니냐? 몇개의 시리즈로 되어 있나? 개당 단가가 2만냥이냐? 아니면 시리즈 전체가 2만이냐?,0
김민선,0
"중국인치료해주는 의사가 더 ㅈ같지..
자기도감염될수도있는디ㅋㅋ",0
김슬기첨보는 배우인데 매력있어요산꼭대기에 찾아와 소리지르는 오정세를 빤히 바라보며 미소띤 표정,1
영상은 없어??,0
"@고기는내인생 엑셀 주 용도가 계산식이잖아
덧셈 뺄셈 곱셈 나눗셈 등의 사칙연산 정도 사용할거면

학원 안 가도 된다는거지
거기에 표 줄긋고 색칠하고
글자, 행, 열 크기 조정하고
이 건 배울것도 없지

게이가 원하는 기능이 뭔지를 구체작으로 말해야 돼",0
"먼저 난 전쟁영화를 싫어한다. 백이면 백 뻔한 스토리에 전쟁의 참혹함, 전우애, 인간의 존엄 등을 숭배하는 전쟁영화빠들은 신물이 난다. 그러나 이 영화는 아주 담백하다. 위의 내용들을 거부감 없이 받아들일 수 있도록 해주었다. 우리도 이런 영화 좀^^",1
@강남뽀대삼성 병신새낔,0
몰입감 정말 최고에요 10년두 더된영화인데두.. 보는 내내 울었습니다.,1
병신새끼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
내가 아는 보스 이석기와 중간보스 임종석이 대표적인데 자신은 아니다? ㄷㄷ,0
본체가 A4라는 소리냐 뭐냐,0
어기영 너무해ㅠㅠ예고편도 재미있는 다음이야기 너무 궁금하다,1
너무 잼있어요>신고,1
제가 보기엔 연출도 굉장히 섬세하고 배우들의 연기도 완벽한데 평점이 왜이러는지... 예수가 힘들어하는 모습이 나온거 예수를 신적인 존재가 아닌 한 명의 인간으로써 보는 관점이기 때문이고....140자 한이라서 다 쓸 순 없지만...평이 낮아서 안타깝네,1
웬만하면 더빙보단 원작으로 보는데.. 이건 더빙으로도 봐요. 진짜 이 때 디즈니 더빙하신분들이 최고 !!,1
"요즘 사극 특징은
젊고 잘생긴 주인공들은 수염이 없음
사실상 판타지 사극이라 보는게 맞다.",0
인용 이네,0
"토토와 아저씨의 아름다운 우정이 안타까우면서도 감동적이고, 마지막 장면에서 정말 가슴이 따뜻해지는 영화",1
"정말, 재밌었음; 아직도 생각남",1
"5공에서 JP 배역 했던 사람아니냐 ㅋ
정치성향을 떠나서 저 아재 연기는 ㄹㅇ ㅅㅌㅊ",0
보통 가기전에 비서실에서 몇군데 섭외해서 말맞춰놓지 안나?,0
"사회에서도 성공을 하려면

주군을 잘 알아보고 모셔야 한다

그게 빽없고 돈없는 놈들 유일한 희망",0
"아 이거 존나 심각한 일인데 ....

이런건 왜 이슈가 안되냐?",0
집중하고 보다보면 밤샌다. 이런게 진짜 시트콤.,1
"그냥 편의점 와이파이들만 풀어도 되는데 돈을 뭐 하는데 저래쓰냐
빡대가린가 ㅅㅂ",0
영화를 보면서 나도 날고싶었다.. 이쁜 주인공같은 여인이랑..,1
음악영상 굿.,1
이야기. 배우. 연출 모두 너무 좋았어요이젠 무슨 낙으로 살죠?ㅠ앞으로 더 좋은 작품을 기대하며~김남길....너무 멋있음 ㅠㅠ,1
겁나재미있게잘봤씀돠,1
재밌는데 평점 왜이럼..,1
강마에 .. 진짜 신들린 연기인듯 ㄷㄷ;,1
OO전 티비로 엄마아빠랑같이 봤던 정말 아직까지도 기억에남는 명작중명작.. 정말 감정이입하면서 봤던거같다. 찾고있었는데 이거였구나.에이 아이... 다시한번 봐야겠다,1
"@익명b138ee 국가안보를 대통령이 관리하냐?

국방부가 관리하는거지 진짜 미필새끼들 존나 많네

직함만 최고통수권자인거고 ㅉㅉ

직속상관은 그 부서의 으뜸을 말하는거다.

예)검찰-검찰총장 육군-육군참모총장

이런식으로 등신아 국방부 최고 으뜸은 장관이야",0
간만에보는 예쁜드라마~,1
"@익명fcda30 ? 태양 공전이겠지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ



태양이 움직여서 해 뜨는거니까",0
어떤 감독은 30대 후반에도 장인이 된다,1
"차라리 합성을 해 시발 ㅋㅋㅌㅋ

어휴 현실이 더 웃기노",0
"용서에 대해서피해자 입장에서 세밀하게 풀어낸이정향감독님의 시각에놀라고,또 배우들의 연기에 놀란,많은 것을 던져준 영화였습니다",1
완전 재밌음 10점도 더 주고 싶어요,1
"난 한번도 안나왓는데

그쪽영상 검색하거나 한두번 본듯",0
당근 10정이제..이런명작,1
앞부분에 재미가 덜했어요,1
국방부 홍어족 점령아닌가..새삼스럽게,0
"""아직도 생생한 대사 """"낙.스.카우""""""",1
어리둥절잼ㅇㅂ,0
사단신병교육대 취사병이였나보네. 훈련병들 배식조 운영해도 핼이긴 해.,0
헠헠 나도 인도가서 살래!,0
"쫌 듣기 좋은말 해준다고 무작정 빠는 자세는 이제 버려야 한다

유튜브에서 슈퍼쳇이나 후원도 막 하면 안된다",0
평점왜그러지 나만재밋게봄??꿀잼이엇는데진짜,1
어벤져스따위와 비교할 수 없는 수작. 철학적 히어로물,1
방금 서프라이츠에서 장보비 잠수종보고 감동,1
김동완 대박.. 연기정말잘함 차분하게 잘함,1
진짜 좋아하는 영화중 하나 박해일 진짜 잘생겼고 배경도 이쁘고 배우들 다 연기도 잘하고 이거 그냥 심심할때마다 봄 보고나면 여운도 있고..,1
미국내에 가장 막강한 로비단체. 대통령조차 컨트롤할수없는 집단 -총기협회-...이 집단이 사라지지않는한 저런 무기 밀거래 및 미국내 총기소지여부 논란은 끊이지 않을것이다....,1
"난 문재인이 부럽다...원고만 읽으면 알아서 돈나오고 병신년들이 빨아주고...
말문 막히면 훠훠훠훠 몇번 때우면 방송에서 알아서 대변인이 때우고...지구상에 아니..우주상에 저렇게 편한직업 없을듯",0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ비록 ㅇㅂ못주지만 마음으로라도 주고감..... 읔쾌 상쾌 통쾌!,0
재밌다!,1
저거 중국에서 사주한거야 ㅋ,0
가격은?,0
기부단체들 투명하긴 하냐?,0
짱♥,1
"이미 예전에 그 진가를 인정받았던.. ^^ 좋아요, 굿!!",1
ㅂㅅ덜ㅋㅋㅋ,0
@카이프록터 “Never was anything great achieved without danger.” Niccolo Machiavelli. ,0
"구대영씨~ 도매니저 배신하고 당신에게홀릭~,~",1
특강커플최고!!,1
말이 필요한가 디즈니의 명작,1
@투쟁좀하지마라 그러게..진짜 우파끼리도 뭉쳐야지...,0
그저 걸작,1
암 생각없이 봤었는데 진짜 잼납니다...! 강추,1
어떻게 보면 지루하지만 무척 잔잔하고 산뜻한 영화 ㅋ,1
@일벼충 소름돋는다ㅅㅂ... 안 그래도 홍어천지던데 뭐 나는 동탄에 살지만 서울 사는 입장이면 존나 좆같을거같다,0
